ANO_CONCESSAO_BOLSA;NOME_IES_BOLSA;TIPO_BOLSA;MODALIDADE_ENSINO_BOLSA;NOME_CURSO_BOLSA;NOME_TURNO_CURSO_BOLSA;SEXO_BENEFICIARIO_BOLSA;RACA_BENEFICIARIO_BOLSA;DT_NASCIMENTO_BENEFICIARIO;BENEFICIARIO_DEFICIENTE_FISICO;SIGLA_UF_BENEFICIARIO_BOLSA;MUNICIPIO_BENEFICIARIO_BOLSA;IDADE
2018;UNIVERSIDADE DO VALE DO RIO DOS SINOS;BOLSA INTEGRAL;Presencial;Arquitetura E Urbanismo;Noturno;M;Branca;1998-10-01;N;MG;BELO HORIZONTE;22
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Ciências Econômicas;Noturno;M;Branca;1997-07-27;N;MG;CONQUISTA;23
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Comunicação Social Com Habilitação Em Publicidade E Propaganda;Matutino;M;Branca;1995-12-20;N;MG;SANTA RITA DO SAPUCAI;25
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Direito;Matutino;M;Amarela;1997-01-21;N;MG;POUSO ALEGRE;24
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Direito;Matutino;M;Branca;1997-01-03;N;MG;ERVALIA;24
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Engenharia Da Computação;Integral;M;Branca;2000-02-21;N;MG;ESTIVA;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Engenharia Da Computação;Integral;M;Parda;1997-03-02;N;MG;ARACUAI;24
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Engenharia De Computação;Integral;M;Branca;2000-02-21;N;MG;ESTIVA;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Engenharia De Controle E Automação;Noturno;M;Branca;1999-12-18;N;MG;POCOS DE CALDAS;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1997-05-20;N;MG;SAO GOTARDO;23
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Letras - Português/Inglês;Matutino;M;Parda;1996-07-23;N;MG;MONTES CLAROS;24
2018;UNIVERSIDADE CATÓLICA DE PELOTAS;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Parda;2000-06-22;N;MG;MURIAE;20
2018;UNIVERSIDADE CATÓLICA DE PELOTAS;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Branca;1999-11-11;N;MG;CARMO DO PARANAIBA;21
2018;UNIVERSIDADE CATÓLICA DE PELOTAS;BOLSA INTEGRAL;Presencial;Medicina (Anual);Integral;M;Branca;1998-07-17;N;MG;PIMENTA;22
2018;UNIVERSIDADE CATÓLICA DE PELOTAS;BOLSA INTEGRAL;Presencial;Medicina (Anual);Integral;F;Branca;1999-11-11;N;MG;CARMO DO PARANAIBA;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Administração;Noturno;M;Parda;1999-12-06;N;MG;COMERCINHO;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Arquitetura E Urbanismo;Integral;M;Branca;1992-01-25;N;MG;POUSO ALEGRE;29
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Parda;1999-06-01;N;MG;ABADIA DOS DOURADOS;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Publicidade E Propaganda;Matutino;F;Branca;1999-10-29;N;MG;MUNHOZ;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Publicidade E Propaganda;Matutino;M;Branca;1995-12-20;N;MG;SANTA RITA DO SAPUCAI;25
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Ciências Econômicas;Noturno;F;Parda;1999-09-25;N;MG;VIRGEM DA LAPA;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Comunicação Social - Publicidade E Propaganda;Vespertino;M;Amarela;1999-06-08;N;MG;CARMO DO RIO CLARO;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Direito;Matutino;F;Parda;1999-07-05;N;MG;PASSOS;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Direito;Matutino;F;Branca;1999-05-21;N;MG;MUNHOZ;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Direito;Noturno;M;Parda;2000-09-03;N;MG;JUIZ DE FORA;20
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Branca;2000-06-06;N;MG;SAO GONCALO DO SAPUCAI;20
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia De Produção;Integral;F;Preta;2000-09-04;N;MG;SAO LOURENCO;20
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia De Produção;Integral;F;Parda;2000-03-12;N;MG;JOSE RAYDAN;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia Mecatrônica;Integral;M;Parda;1995-03-04;N;MG;VIRGEM DA LAPA;26
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Comunicação Social - Publicidade E Propaganda;Vespertino;F;Parda;1999-06-06;N;MG;IPATINGA;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Branca;1998-07-24;N;MG;ALMENARA;22
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia Civil;Integral;M;Branca;2000-05-20;N;MG;MUZAMBINHO;20
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia Civil;Integral;M;Preta;1999-10-15;N;MG;CAMBUQUIRA;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia De Produção;Integral;F;Branca;2000-04-30;N;MG;POUSO ALEGRE;20
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia Mecânica;Integral;F;Branca;1999-01-02;N;MG;CAMPANHA;22
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia Mecânica;Integral;M;Parda;1995-03-04;N;MG;VIRGEM DA LAPA;26
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Engenharia Mecatrônica;Integral;F;Branca;1999-01-02;N;MG;CAMPANHA;22
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Propaganda, Publicidade E Criação;Vespertino;F;Parda;1999-06-06;N;MG;IPATINGA;21
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Propaganda, Publicidade E Criação;Vespertino;M;Amarela;1999-06-08;N;MG;CARMO DO RIO CLARO;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Ciências Contábeis;Noturno;F;Branca;1999-03-05;N;MG;ALTEROSA;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Matutino;F;Parda;1999-03-23;N;MG;ALFENAS;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Matutino;F;Branca;1999-07-18;N;MG;CAMPOS GERAIS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Matutino;F;Branca;1990-01-01;N;MG;ALFENAS;31
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Matutino;M;Parda;2000-02-03;N;MG;CAMPO DO MEIO;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Parda;1998-08-10;N;MG;CAMPO BELO;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Parda;2000-01-21;N;MG;ARCOS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Preta;2000-05-31;N;MG;CAMPO DO MEIO;20
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;M;Branca;1996-06-25;N;MG;MACHADO;24
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;M;Parda;1996-07-05;N;MG;ALFENAS;24
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Branca;1991-12-03;N;MG;CRISTAIS;29
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Preta;1999-10-19;N;MG;BAMBUI;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Branca;1999-11-10;N;MG;AREADO;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Parda;1998-06-29;N;MG;PERDOES;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;M;Branca;1985-12-21;N;MG;CAMPO BELO;35
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;M;Parda;1999-07-29;N;MG;CAMPO BELO;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Branca;1999-11-15;N;MG;CARMO DA MATA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Educaçao Física;Noturno;F;Parda;1996-03-04;N;MG;CAMPOS GERAIS;25
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Educaçao Física;Noturno;M;Branca;1999-02-07;N;MG;CAMPOS GERAIS;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Educação Física;Noturno;F;Parda;1996-03-04;N;MG;CAMPOS GERAIS;25
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Educação Física;Noturno;M;Parda;2000-03-01;N;MG;DIVINOPOLIS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Engenharia Civil;Noturno;F;Parda;1997-04-11;N;MG;ALFENAS;23
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Engenharia Civil;Noturno;M;Branca;1998-12-18;N;MG;AREADO;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Estética E Cosmética;Noturno;F;Branca;2000-08-29;N;MG;CONCEICAO DA APARECIDA;20
2018;UNIVERSIDADE DO VALE DO ITAJAÍ;BOLSA INTEGRAL;Presencial;Sistemas Para Internet;Noturno;M;Branca;1983-07-29;N;MG;UBERLANDIA;37
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Estética E Cosmética;Noturno;F;Branca;1999-05-05;N;MG;ALFENAS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Estética E Cosmética;Noturno;F;Parda;1996-03-31;N;MG;POCO FUNDO;24
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Estética E Cosmética;Noturno;F;Branca;1993-05-06;N;MG;PARAGUACU;27
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Farmácia;Noturno;F;Branca;1998-08-21;N;MG;ALTEROSA;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;M;Branca;1997-08-10;N;MG;DIVINOPOLIS;23
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;F;Parda;1993-06-26;N;MG;CARMO DO CAJURU;27
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Branca;1998-11-20;N;MG;BELO HORIZONTE;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1996-03-21;N;MG;BELO HORIZONTE;25
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Parda;1999-03-14;N;MG;RIO PIRACICABA;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1998-09-30;N;MG;PASSOS;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Parda;1999-06-19;N;MG;DIVINOPOLIS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Parda;1996-02-09;N;MG;BELO HORIZONTE;25
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1995-02-21;N;MG;ILICINEA;26
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Parda;1999-11-02;N;MG;PASSOS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1998-10-23;N;MG;SANTA LUZIA;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Parda;1999-05-16;N;MG;VESPASIANO;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina Veterinária;Integral;M;Branca;1999-05-12;N;MG;CAMPANHA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Nutrição;Noturno;M;Parda;1997-08-31;N;MG;CAMPO DO MEIO;23
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Odontologia;Integral;F;Branca;2000-02-19;N;MG;VARGINHA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Odontologia;Integral;F;Parda;1997-04-26;N;MG;ALTEROSA;23
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Odontologia;Noturno;M;Parda;1999-06-15;N;MG;ENTRE RIOS DE MINAS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Psicologia;Noturno;F;Parda;2000-12-22;N;MG;MONTE BELO;20
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Psicologia;Noturno;F;Branca;1996-05-12;N;MG;COQUEIRAL;24
2018;UNIVERSIDADE DA REGIÃO DE JOINVILLE;BOLSA INTEGRAL;Presencial;Enfermagem;Matutino;F;Parda;1998-06-10;N;MG;CAPELINHA;22
2018;UNIVERSIDADE DA REGIÃO DE JOINVILLE;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Parda;1998-09-17;N;MG;ESTRELA DO INDAIA;22
2018;UNIVERSIDADE CATÓLICA DE PELOTAS;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1998-07-17;N;MG;PIMENTA;22
2018;UNIVERSIDADE CATÓLICA DE PELOTAS;BOLSA INTEGRAL;Presencial;Medicina (Anual);Integral;M;Parda;2000-06-22;N;MG;MURIAE;20
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Arquitetura E Urbanismo;Integral;M;Branca;1998-12-31;N;MG;BUENO BRANDAO;22
2018;UNIVERSIDADE DO VALE DO RIO DOS SINOS;BOLSA INTEGRAL;Presencial;Análise E Desenvolvimento De Sistemas;Noturno;F;Branca;2000-04-24;N;MG;SANTANA DA VARGEM;20
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Comunicação Social;Matutino;F;Branca;1999-10-29;N;MG;MUNHOZ;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Comunicação Social;Matutino;M;Branca;1995-12-20;N;MG;SANTA RITA DO SAPUCAI;25
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Comunicação Social Com Habilitação Em Publicidade E Propaganda;Matutino;F;Branca;1999-10-29;N;MG;MUNHOZ;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Educaçao Física;Matutino;M;Parda;2000-03-27;N;MG;OURO FINO;20
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Educação Física;Matutino;M;Parda;2000-03-27;N;MG;OURO FINO;20
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Engenharia Da Computação;Integral;M;Parda;2000-02-14;N;MG;MONTE AZUL;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Engenharia De Computação;Integral;M;Parda;1997-03-02;N;MG;ARACUAI;24
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Engenharia De Computação;Integral;M;Parda;2000-02-14;N;MG;MONTE AZUL;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Letras: Português/Inguês;Matutino;M;Parda;1996-07-23;N;MG;MONTES CLAROS;24
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Branca;1997-05-28;N;MG;ITAJUBA;23
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Jogos Digitais;Noturno;M;Branca;1999-09-22;N;MG;BRASOPOLIS;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Letras - Inglês;Matutino;M;Parda;1996-07-23;N;MG;MONTES CLAROS;24
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Letras - Português E Inglês;Matutino;M;Parda;1996-07-23;N;MG;MONTES CLAROS;24
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DE CAMPINAS;BOLSA INTEGRAL;Presencial;Serviço Social;Noturno;F;Branca;1996-05-23;N;MG;VARGEM ALEGRE;24
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;EAD;Marketing;Curso a distância;M;Branca;1999-10-08;N;MG;POCO FUNDO;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;BOLSA INTEGRAL;Presencial;Engenharia De Controle E  Automação;Integral;M;Parda;1999-08-19;N;MG;CORONEL FABRICIANO;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;BOLSA INTEGRAL;Presencial;Engenharia De Controle E Automação;Integral;M;Parda;1999-08-19;N;MG;CORONEL FABRICIANO;21
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1996-01-11;N;MG;UBERLANDIA;25
2018;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO GRANDE DO SUL;BOLSA INTEGRAL;Presencial;Psicologia;Vespertino;F;Preta;1997-02-21;N;MG;CURVELO;24
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;EAD;Marketing;Curso a distância;M;Parda;1991-08-23;N;MG;UBERLANDIA;29
2018;UNIVERSIDADE PRESBITERIANA MACKENZIE;BOLSA INTEGRAL;Presencial;Publicidade E Propaganda;Vespertino;F;Parda;1999-06-06;N;MG;IPATINGA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Administração;Noturno;F;Parda;1999-08-28;N;MG;ALTEROSA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Agronomia;Integral;M;Branca;1996-04-30;N;MG;CAMPOS GERAIS;24
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Agronomia;Integral;F;Parda;1993-12-22;N;MG;BOA ESPERANCA;27
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Biomedicina;Noturno;F;Parda;1999-01-09;N;MG;CAMPO DO MEIO;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Ciência Da Computação;Noturno;M;Branca;1999-02-02;N;MG;ELOI MENDES;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Ciências Contábeis;Noturno;F;Parda;1998-06-27;N;MG;ELOI MENDES;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Ciências Contábeis;Noturno;M;Preta;1996-06-20;N;MG;AREADO;24
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Ciências Contábeis;Noturno;F;Branca;1999-05-26;N;MG;ALFENAS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Ciências Contábeis;Noturno;M;Parda;1994-10-01;N;MG;MONTE BELO;26
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;F;Branca;1997-08-07;N;MG;MACHADO;23
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Direito;Noturno;M;Branca;1999-10-05;N;MG;CRISTAIS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Educação Física;Noturno;M;Branca;1999-02-07;N;MG;CAMPOS GERAIS;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Enfermagem;Noturno;F;Branca;1999-11-06;N;MG;ELOI MENDES;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Enfermagem;Noturno;M;Parda;1996-09-14;N;MG;ALTEROSA;24
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Estética E Cosmética;Noturno;F;Preta;2000-02-04;N;MG;POCOS DE CALDAS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Farmácia;Noturno;M;Parda;1996-02-04;N;MG;ALFENAS;25
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Farmácia;Noturno;F;Branca;1998-11-08;N;MG;ALFENAS;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;F;Parda;1997-12-30;N;MG;DIVINOPOLIS;23
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;M;Parda;1997-06-20;N;MG;DIVINOPOLIS;23
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;F;Parda;1999-04-08;N;MG;SAO FRANCISCO DE PAULA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;M;Branca;1994-11-18;N;MG;DIVINOPOLIS;26
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;F;Parda;1999-12-15;N;MG;ITAUNA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;F;Branca;1993-07-21;N;MG;DIVINOPOLIS;27
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Fisioterapia;Noturno;F;Parda;1998-08-21;N;MG;DIVINOPOLIS;22
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Branca;1999-09-08;N;MG;BELO HORIZONTE;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Parda;1996-03-16;N;MG;SAO GOTARDO;25
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Parda;2000-01-16;N;MG;CAPELINHA;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;M;Parda;2000-03-14;N;MG;ANDRADAS;21
2018;UNIVERSIDADE JOSÉ DO ROSÁRIO VELLANO;BOLSA INTEGRAL;Presencial;Medicina;Integral;F;Parda;1998-06-04;N;MG;BELO HORIZONTE;22
